name,counts
domicile,1
dominic,2
dominicking_dm,2
dominosligue2,1
don,1
don't,49
donato,2
done,127
donis,1
donnaraiola,1
donnarumma,54
donnarumma's,2
donnera,1
donny,1
donné,1
dont,2
donut's,1
don’t,4
door,9
doors,1
doping,2
dopo,3
dortmund,66
dortmund's,8
dortmund’s,1
dos,6
dossier,3
double,8
doubled,1
doubt,12
doubts,4
douglas,31
douglascosta,5
douglascosta's,1
doumbia,1
dovesse,1
down,56
downing,1
dozzini,1
dpn9rq2kye,1
dprd5rkvq5,1
dpz51zwsss,1
dqgtigws9q,1
dqq4eildw5,1
dqr3jfw3zd,1
dqydrtzah4,1
dqznwlxjgy,1
dragging,1
dragović,2
dragões,1
drain,1
dramatic,1
draper_rob,1
drawing,1
drawn,2
draws,1
draxler,9
drcn2g2n00,1
dream,6
drinkwater,29
drinkwater's,1
drinkwater:https,1
driussi,1
drive,1
driving,1
drjixouyme,1
drop,2
dropped,3
drops,1
drqmao39dv,1
drqval3nvd,1
druh5jkqmt,1
ds,2
ds8sbtvnpx,1
dsdcj74hyb,1
dsfvuel7xx,1
dsnmwpxxpy,1
dswuedcvhx,1
dt2cji2ctw,1
dtcf5g5iwz,1
dthtilemvk,1
dtj2j71wvy,1
dtomauqj9i,1
dts3rndjiu,1
du,31
duahnzimsf,1
dual,1
dubai,1
dubbe,1
dubbio,1
duda,1
due,17
duel,2
dug,1
dugyzdgsb5,1
duncan,2
duncancastles,5
dung7kebzo,1
dunxsuzqka,1
duo,6
durant,1
during,5
dusan,1
dutch,7
duty,1
dva4lhikkc,1
dvatedk5zr,1
dve7uvyvws,1
dvka3ztoeu,1
dvpe9tpoli,1
dvpvmejqxa,1
dvqwysavex,1
dvrtuztmda,1
dvspt2lc25,1
dvy2yavuji,1
dvzk5s60mp,1
dw,1
dw7qltc3ga,1
dwnac4qlyj,1
dxmlyapdaw,1
dxxxzlpigs,1
dybai4kxt1,1
dybala,10
dycfeosxxz,1
dyche,1
dykpzkqqss,1
dymlg91ocw,1
dynamic,2
dyqhzjlfuk,1
dz6szeu4sz,1
dzcahpc5tl,1
dzeko,2
dá,1
dès,1
déboires,1
débourser,1
déboursera,1
découvrez,1
défenseur,1
déjà,1
démbelé,1
dément,2
démentir,1
dénouement,1
départ,4
départs,1
dépor,1
dépêche,1
désormais,1
détails,2
déterminé,1
dévoilés,1
día,1
días,4
díaz,1
d’accord,1
d’adil,1
d’annoncer,4
e,46
e0bcd2kgda,1
e0siknmqpd,1
e0yt5bp7ti,1
e2gsoi2zh6,1
e2jitzm4ox,1
e2r8zvosab,1
e2xknpgd4n,1
e3q5mpdpsv,1
e4lx2scjxs,1
e5eb3rxfu2,1
e5iotjsorz,1
e5mmbed47a,1
e6dovl4d3b,1
e6xjh2tpg4,1
e79n3pavjb,1
e7ofpqnzmv,1
e8f1izmj18,1
e8ndrmqup4,1
e9gf1vqxi0,1
e9xyrfafwb,1
ea65kdjvep,1
eaamalyon,3
each,5
eaiwrb1uig,1
earlier,8
early,6
earn,4
earner,1
earning,1
ease,2
easier,1
easily,1
east,1
eaxfcu6awr,1
eazayhkdik,1
eb9n6eqdlb,1
ebhhkuwhiv,1
eblbukmrfh,1
ec2tsdxv0u,1
ecco,1
eccolo,1
echo,1
ecitisysc1,1
eclipsed,1
economic,2
economici,1
ecpcbzubwm,1
ecszdqkvko,1
ecunsf2yrx,1
ecutiwmo3r,1
ecwywtudsj,1
ed,8
ed_aarons,8
edcq2tndob,1
eden,4
ederson,15
ederson's,2
edge,3
edges,3
edging,2
edh0epnaal,1
edición,1
edin,1
edition,6
edkuvscoco,1
edouard,1
edqbilk6mm,1
eduardo,1
edwardjay73,1
edwards,1
edwin,1
edxoaht4dp,1
eet2sqktot,1
eewmaazqm3,1
efawmqs2bk,1
efc,48
efc's,2
efcm2dgsym,1
efcu23s,2
effect,2
effective,1
effectively,1
effexlnibp,1
effort,5
efforts,6
effzeh,1
efgyswp0r1,1
efmmijy5gy,1
efxalzcdqk,1
efxvckpfgk,1
eg,2
egefymf500,1
egranero11,1
egvjhxqrax,1
egvkgdshlj,1
egypt,3
eh,1
eh7t3xu6fg,1
ehet8o5qes,1
ehlebryghy,1
ehnb5ykc6m,1
ehp6ngpd6q,1
ehpgu9ii4v,1
ei3a3ptuku,1
eibar,2
eidmll6p04,1
eiemd7tdlo,1
eimjyl4dvl,1
ein,1
einen,1
einigung,1
einofng9i5,1
eintracht,6
eipmfmmqgh,1
eipvvnc2dp,1
eithad,1
either,14
ej9igw6y0f,1
ejb0od2auf,1
ejkzgj7wad,1
ejmrtp0j4j,1
ejpb2ewbn3,1
ejvu4dax7k,1
ejwbyv3ubi,1
ek4j8hxfpi,1
ek8i7ztue1,1
ekdwyotlea,1
ekftjk8lr1,1
ekglj7fxrb,1
ekisv2ydeg,1
ekuzahiipr,1
el,223
elaborating,1
elated,1
elbernabeucom,1
elchiringuitodemega,1
elchiringuitotv,2
eldin,1
ele,2
elected,1
elegiovio,1
eleonora_trotta,1
elgatopereira1,1
elgolazodegol,1
eliaquim,6
eligible,1
elite,2
elmohamady,1
eloy,1
els,1
else,4
elsewhere,5
eltenuduiy,1
eltransistoroc,1
em,3
em5moghkve,1
emagiulianelli,1
email,1
emailed,1
emails,1
embarca,1
embargoed,1
embarque,1
embnkauol6,1
emdntnbz8d,1
emerge,1
emerged,5
emerges,1
emerging,1
emerick,20
emersonpalmieri,1
emery,4
emil,5
eminent,1
eminently,1
emir,1
emirates,1
eml6bajy5p,1
emol,2
emotional,2
emp,1
empezar,1
empoli,1
emprestado,1
emre,9
emrecan,1
emremor,2
emremor29,1
emzlayg6nc,1
en,101
encourage,1
encouraged,1
encouragement,3
encouraging,2
end,36
ended,4
ending,3
ends,4
energy,1
enero,4
enes,2
enfado,1
eng,1
engagé,1
england,34
england's,2
english,20
english_as,1
enhorabuena,1
enjoys,1
enkxbe9s43,1
ennervalencia14,1
enorme,1
enormous,1
enormously,2
enough,8
enqiun78wp,1
enquire,4
enquired,5
enquiries,2
enquiry,7
enrique,2
enrôler,1
ensure,1
entamé,1
enter,7
entered,2
entering,1
entertain,2
entirely,1
entorno,1
entourage,19
entra,2
entrambe,1
entraînements,1
entraîner,1
entre,15
entrenador,3
entro,1
entromete,1
entry,1
enveloping,1
environ,1
enzo,2
eomujpfqi0,1
eoqoxy8as9,1
eozhfjcpgl,1
eozwd1zojl,1
epbi0ppgdd,1
epl,3
epl417e9cm,1
epoch,1
epulocwsa9,1
eq8kvvkg1b,1
eqcdt4pcid,1
eqtzxsckqc,1
equally,1
equipos,1
eqvjcxjs7h,1
er,5
er9eol1oma,1
era,2
eradicate,1
erciufl55v,1
eredivisie,1
erfolg,1
erfüllen,1
ergün,1
eric,14
eridjqrypy,1
eriksen,3
erlhulwjk1,1
ermedin,1
ernesto,4
error,1
es,17
es0exknt5a,1
es3kplnqvu,1
escalation,1
escape,2
esce,1
esclusiva,1
escrito,1
esgaio,1
esizh9xq1d,1
esjzoueujm,1
eslsu0reye,1
esnnfrf1j3,1
eso,2
esp,2
espacio,1
espanyol,3
españa,1
español,2
especially,3
espera,4
espn,28
espnfc,6
espnfc's,2
esporte,1
esportsrac1,1
espère,3
espèrent,1
espéranos,1
espírito,1
essential,1
esserci,1
essere,2
est,35
esta,5
estado,1
estaría,1
estate,1
este,6
estevecalzada,1
estimate,1
estimé,1
estimée,1
estival,1
estoril,1
estoy,1
estudiantes,5
está,19
están,2
estão,1
esvuritv7r,1
et,34
etc,11
ethan,2
etmn4wsegs,1
eu,3
eu3ssdvncd,1
eub50d2j3b,1
eueojajdys,1
eullnho5co,1
eunen6lo5p,1
euoequmcfw,1
eupen,4
euq89wslca,1
euqszo7wbm,1
euro,14
euro'ya,1
europa,2
europe,3
europe's,2
european,8
euros,25
ev4yi4paeq,1
evaded,1
evans,37
evans.inigo,1
evbewds96y,1
eve2wtizwe,1
even,22
evening,9
event,1
eventual,1
eventually,1
ever,15
ever10banega,1
evergrande,3
everton,167
everton's,6
evertonfc,1
everton’s,1
every,5
everybody,1
everyone,2
everything,14
evfqhcnwxq,1
evgl7kvj3y,1
evidence,1
evidently,1
evolving,1
evprwhzua1,1
evtzop6rxm,1
evzqshfnaj,1
ew2dxpznpm,1
ew7r9uk7vk,1
ewirid6jf3,1
ewkejhlqk8,1
ewpaabee54,1
ewpysdk6tw,1
ex,8
ex4rrodslo,1
ex6vfzedzg,1
ex97g1hjaq,1
exactly,3
examine,1
examined,1
examples,1
exasperated,1
exberxrzes,1
exc,1
excellent,2
excess,2
excessive,1
exchange,10
excited,2
excl,1
exclu,4
excluded,2
excluding,1
exclusiva,3
exclusivamarca,1
exclusive,37
exclusively,2
exclusives,1
exclusivo,2
excused,1
excuseme,1
excuses,1
executive,2
exercise,1
exercised,2
exeter,1
exi,1
exigences,1
exist,1
existence,1
exit,29
exits,3
exnb1jycky,1
exodus,3
exp,1
expect,14
expectation,1
expected,46
expecting,9
expects,6
expensive,11
experience,2
expired,2
expires,5
explain,4
explained,1
explaining,2
explains,2
exploit,1
explotó,1
express,2
expressed,8
expulsion,1
extbak8xwh,1
extend,7
extended,4
extension,22
extra,1
extremely,1
extremo,2
exum88csoa,1
eyah8lxdkz,1
eye,9
eyed,1
eyeing,9
eyes,2
eyyivfn1pd,1
ezequiel,4
f,3
f.c,1
f.m,1
f0uxakbe9g,1
f13icdejdv,1
f2v6cpqhvi,1
f4504bhudq,1
f4kgw5rlof,1
f4qfywah12,1
f53xuhcbqu,1
f59bd6oblq,1
f5jo0ojxjc,1
f6hnmigwla,1
f6qrqw5xyu,1
f7drg0bjhm,1
f7ram3zdya,1
f7x0hpb29n,1
f92oqmxqpt,1
f9cfscpw1t,1
f9fhircpgj,1
f9irpuxbsw,1
fa,2
fabinho,99
fabinho's,2
fabio,3
fabregas,1
fabrizio,2
fabrizioromano,5
face,17
faces,1
facile,1
facilita,1
facilitate,1
facilite,1
facilities,1
facing,2
fact,3
factor,2
faff,1
fail,4
failed,9
failing,4
fails,3
failure,5
fair,11
faire,6
fairly,2
faistonmercato,1
fait,4
faites,1
faith,2
fajgenbaum,1
fake,2
falcao,5
falei,1
falla,1
falls,1
falsifying,1
falta,1
faltava,1
family,4
fan,3
fancies,3
fans,19
fantastic,1
fantasy,1
far,20
farcela,1
farewelltoalegend,1
farhad,2
farm,2
fascinating,1
fassone,7
fast,1
faster,1
fatal,1
fate,1
father,8
father's,1
fatta,1
fatto,1
fault,1
fausses,1
faux,1
favorable,1
favorit,1
favour,4
favoured,1
favourites,8
favours,3
favre,5
fazer,1
façam,1
fb2w4mm4vi,1
fbakh8bmce,1
fbernardeschi,1
fburgos4,1
fbvrdul5an,1
fc,36
fc0mldbarh,1
fcb,45
fcbarcelona,26
fcbarcelona_cat,1
fcbarcelona_es,2
fcbayern,21
fcbayern’s,1
fcbayrn,1
fcbfemeni,1
fcbhack,1
fcblive,3
fcbmasia,1
fcecbqhaep,1
fcgb,1
fcim,40
fcinternewsit,1
fcmhle1sla,1
fcnantes,1
fco0xbflhy,1
fcoi4uq3se,1
fcoo4qfstk,1
fcporto,6
fcrbvb,1
fcsm_official,1
fctwente,1
fczenit,2
fczenit_en,1
fcznrnnefw,1
fdptbwvbda,1
fdu4eeuoeo,1
fe3n8nsh9t,1
fe9s4lyldw,1
feaftn6fym,1
fear,7
fears,4
feasible,1
feature,1
feb,1
february,2
fed,3
fede2fazio,1
federico,6
fedoaleks,1
fee,170
feel,11
feeling,4
feelings,2
feels,5
fees,5
feet,1
fegtyccxug,1
feguzi2atm,1
fehcktsatf,1
fekfrdnocu,1
felice,1
felicissimo,1
felipe,1
felix,1
feliz,1
felizjueves,1
felizmiercoles,1
felizviernes,1
fellaini,11
felt,3
femenía,1
fend,1
fenerbache,1
fenerbahce,11
fenerbahce_en,1
fenerbahçe,4
ferait,1
ferd,1
ferland,3
fernandes,3
fernando,14
fernando_reges,1
fernández,1
ferran,1
ferrero,2
feuilleton,1
few,23
feyenoord,5
feyenoord's,1
feyenoorder,1
ff,4
ff2h014owb,1
ff8ljuyuvc,1
ffbj2x6atk,1
ffc,1
ffdmffwkj9,1
ffdyhctx5b,1
ffp,12
ffpolo,1
fg518pu4gl,1
fgazf522gf,1
fgdno6gywe,1
fgfctebyfc,1
fghsubdrey,1
fgitt9gmko,1
fgn44ghux0,1
fgxqcmsbpd,1
fgy4xfur1a,1
fhdakmihlt,1
fhnilovfip,1
fhrpaj1lsj,1
fhvigefzyu,1
fhvker2wwi,1
fica,1
ficará,1
ficha,8
fichajazo,1
fichaje,28
fichajes,5
fichar,9
fichará,2
fiche,1
fiddle,1
fiducia,1
fiducioso,1
fidwity5iz,1
fier,1
fifa,5
fight,12
fighting,3
figure,4
figures,4
fikayotomori_,1
filat5wekp,1
file,2
fin,2
final,28
finalise,7
finalised,7
finalising,2
finalizar,1
finalize,4
finalized,1
finally,15
financeiro,1
finances,1
financial,14
financially,1
finch,2
find,19
finding,1
fine,1
fined,1
finer,1
fini,1
finish,2
finish.the,1
finished,5
finisher,1
finnish,1
fino,2
fiorentina,21
fiorentina’s,1
fire,1
fired,1
firm,8
firma,3
firmar,3
firmará,2
firme,3
firmly,3
first,54
fiscal,1
fischer,1
fish_collopy,1
fit,7
fitness,3
fitouri,1
fitxatge,1
five,29
fixées,1
fjtyoekpa8,1
fjtyqpo9rr,1
fjweinb319,1
fkh0gfaw0d,1
fkm05iwjwj,1
fkpfswf7zd,1
fkxrpjjhtt,1
flaj6cdddp,1
flation,1
flcd1ljhb0,1
fletcher,4
flexibility,1
flexing,1
flicker,1
flies,4
flight,2
flirta,1
fljktwuaa3,1
flood,1
florentin,1
florentino,7
florentino's,1
florian,5
flown,3
fluminense,2
flwupzkbd5,1
fly,13
flying,9
flyristsbx,1
fmbe0dnuwo,1
fmf4qgrute,1
fmkl8pjj1i,1
fmzoqi6iyr,1
fn752wjywn,1
fnh959odnt,1
fnnjyhdjh3,1
fnoe01cx7i,1
fnu4gfdbn2,1
fnyytgat8d,1
fo,1
fo1fwsgeuz,1
fo8akagkvm,1
focus,7
focused,1
foe,1
fohlenelf,3
fold,2
follow,10
followed,1
followers,1
following,8
follows,5
fonte,4
fonte's,1
foot,3
football,26
football's,1
footballer,2
footballers,1
footballitalia,1
footballmanager,1
footballogue,1
footmercato,2
for,1595
foram,1
force,16
forced,4
forces,1
forcing,1
foreign,1
forensically,1
forest,1
forget,2
forgotten,1
forlænger,1
form,4
formada,1
formal,4
formalities,2
formality,1
formalizarse,1
formally,2
formas,1
formation,1
forme,1
formellement,1
formentera,1
former,27
formulating,1
formuler,1
forrxgdlpx,1
forsberg,4
forsberg's,2
forthcoming,2
fortnight,2
forward,55
forwards,1
forza,2
forzaviola,1
forzerà,1
fosu,7
fot8kjzkqd,1
fotbollskanalen,2
foto,2
fought,1
found,4
four,30
fourth,6
foxes,1
foyth,5
foz9gapuo8,1
fp0lgo1u5v,1
fpieuhnkzo,1
fpk6yojdn6,1
fpkbxkh5y2,1
fppz7sjqwc,1
fptyuv0mdx,1
fpwzovux7p,1
fpzykrrmvq,1
fq0ylwbhsq,1
fq2ovepaut,1
fq2qog507i,1
fqcju1oti3,1
fqeuhisdhy,1
fqmxqxq1wn,1
fqxsubojsn,2
fr7yvzyasl,1
fr8zlhpkln,1
fra,7
frac1,1
frac1000,1
fracture,1
frame,3
france,26
francesco,1
franchise,1
franchises,1
francia,1
francisco,1
franck,3
franco,1
francês,1
frank,9
frankfurt,5
frankfurt's,2
frankly,1
frantic,1
français,2
fraserforster,1
fraud,2
frcbubo7yx,1
free,22
freed,1
freeing,1
freezing,1
freiburg,3
freiburg's,1
freiburgs,1
french,22
freni,1
fresh,7
fri,1
friday,10
friend,1
friendly,3
friends,2
friesland,1
frmmg7tnaq,1
from,543
front,20
fronte,1
frontpage,1
frqesiikam,1
fruitless,1
frustrated,5
frustration,1
frustrations,1
från,1
fsbmn4zyw5,1
fsg,2
fsluqwgr2v,1
fsrqp0wns7,1
ft737w8dyc,1
ft7q0tryzp,1
ft9xalbwpj,1
ftbafvafc1,1
ftfc,1
ftx9dgstjw,1
fu,1
fu0vwtrd9a,1
fu7spqrnxg,1
fubvilzaov,1
fue,3
fuelled,1
fuentes,1
fuerte,2
fuerzatijuas,1
ful,1
fulfillment,1
fulham,13
fulhamfc,1
full,48
fullb,1
fullback,1
fullbacks,2
fully,4
fumvjdd0lv,1
fun,1
fund,1
fundamentais,1
funded,1
funds,2
funny,1
fupuepiwbc,1
furious,2
further,9
futbolista,1
future,74
futuro,8
fuuplskqld,1
fv4dy7rkbg,1
fvyumbwdde,1
fw,1
fwiw,1
fwljylekwh,1
fwp9wgaz9p,1
fwtsld1ze1,1
fx49dn0ihw,1
fxdm0aez71,1
fxjf4zalpb,1
fxoovplykn,1
fy6wujnlzn,1
fypus0vldj,1
fzobounruo,1
fzsmyzl1g2,1
fzwo5auiup,1
fábio,1
fácil,1
fútbol,2
für,5
g0ei0r0npa,1
g0zhprqgfh,1
g1bnia4mkp,1
g1dlgmfcgd,1
g2dxmqhav6,1
g2pcy98lss,1
g42bjzblsw,1
g4kvlyjghi,1
g4mf8bqz9t,1
g4rr4vzytx,1
g55r0wx4xk,1
g5awqnekd6,1
g60cvhin22,1
g60ncuf3nd,1
g6ccnxpeei,1
g6fqof12hc,1
g6lpjbwaxm,1
g6lw6xabou,1
g6pcggakra,1
g6wbsh4i0p,1
g7owoilici,1
g7qlgdzxkq,1
g87wtahvxe,1
g8eadk00pv,1
g8m8hm2dwd,1
g8p37vp0z4,1
g8ux3giiu5,1
ga4rodvymk,1
gaal,2
gabigol,5
gabon,1
gabonese,1
gabriel,6
gael,3
gage7ttgof,1
gagnant,1
gagner,1
gaines,1
gaitan,1
gaj2e2ncuj,1
galatasaray,30
galatasary,1
galaxies,1
galaxy,5
galliani,1
galtier,1
gamble,1
game,11
gameiro,1
games,6
ganas,1
ganz,1
gap,3
garay,3
garcia,1
garcés,1
garder,1
gareth,27
garethbale11,1
garyjacob,9
gaspar,1
gassbbspfx,1
gather,1
gathers,2
gauch,1
gauche,1
gave,4
gayà,1
gazumped,1
gazzaniga,1
gazzetta,13
gaël,1
gaëtan,1
gb3wlnghab,1
gb61lpd7qu,1
gb7dy52hic,1
gbesgsfamc,1
gbeyqizmb8,1
gbmr7675ye,1
gbrbdyykng,1
gbtjrmmreb,1
gbubsbjval,1
gc1kihyutz,1
gc6vywxa5w,1
gcq9nloudz,1
gczscj8qxx,1
gcztnqdyjq,1
gd3adgnirz,1
gd8ly9musl,1
gdb0rnlfmp,1
gdmlpw5gbs,1
gdqv3qvb5g,1
gds,3
gdsc1gguvh,1
gdufy,1
gdw54eslvh,1
gdwrgjimhw,1
gdxi8wh3tc,1
ge56cayong,1
gea,35
gehalt,1
gehen,1
geis,1
geklärt,1
geldin,1
gelson,5
general,3
genius,1
genoa,4
gentile,1
gentlemen's,1
genuine,2
genuinely,2
geoffrey,4
geoljptyvu,1
george's,3
gerard,2
gerardromero,5
germain,12
germain's,1
german,5
germans,1
germany,8
gerrard,1
gesprek,1
gesprächen,1
gestede,1
gesture,1
gesu7yu39t,1
get,81
getafecf,1
gethm2gysr,1
gets,5
gettable,1
getting,28
gew2egxi8d,1
gewitlpewy,1
geçti,1
gffn,3
gfidzgh3g2,1
gflggbui5e,1
gfryn582re,1
gfvsdndjlx,1
ggbkyfwhjo,1
ggpi1cpqbv,1
ggyye9kp0q,1
ghazi,2
ghezzal,4
ghl1plny1m,1
ghlxaxny6w,1
ghoulam,2
gianluca,5
gianluigi,23
giannelli,1
giant,2
giants,10
gibbs,11
gibson,3
gibson's,1
gif,1
giggs,1
gigio,3
gigio2021,1
gigiodonna1,1
gimenez's,1
giménez,2
ginter,1
gio,1
giocare,1
giocatore,4
giocatori,2
giocherà,2
giornata,2
girlfriend,1
girona,3
gironafc,3
giroud,29
giroud's,1
giuseppe,2
giv58988u4,1
give,18
given,33
gives,7
giving,6
giw3r1pzfv,1
giwa2rvtpg,1
già,1
gjjabfp7dq,1
gjv1l4mtm3,1
gk,2
gkiuzysd3b,1
gl2jljpan6,1
gladbach,4
glasgow,1
glazers,2
glenn,1
glez,1
glgceg2lif,1
glgdip83c4,1
gli,4
glimpse,1
glittering,1
gljwqdaoho,1
glm4zdgv0y,1
globo,8
globoesporte,1
globoesportecom,1
gltnbxpaut,1
glwttmn1yr,1
gm,1
gmkxsdzsct,1
gmws1hmqll,1
gmwsdyso6q,1
gn06lnz2zh,1
gnabry,2
gnimz08eww,1
gnmj61tv3j,1
go,80
go1wc6tf8u,1
go8ouafaug,1
goal,5
goalitalia,1
goalkeeper,45
goalkeeper's,2
goalkeepers,1
goalkeeping,1
goals,10
gocalnjo6n,1
godin,1
goes,11
going,57
golden,2
golovin,2
gomes,16
gomez,1
gomis,2
gonalons,6
gone,10
gonna,2
gonzalez,1
gonzalo,1
gonzález,1
good,44
goodbye,4
goodbyes,2
goodison,4
goodisonpics,1
gor,1
goretzka,2
gorostiza,1
gortezka's,1
gossip,6
got,11
gouffran,1
gourvennec,1
gp,1
gp2egax0am,1
gpypmgn2hv,1
gq74hr9qxe,1
gqayvtagcm,1
gqiiqtxvts,1
gqmjylavnb,1
gqqfz4qdar,1
gqtb4svveg,1
gradel,1
graham,1
grand,2
granit,1
grant,1
granted,2
graphic,1
grave,1
gray,8
grayson,1
great,22
green,4
gregoire,1
gregory,2
greizmann,1
grey,1
grflieeq1m,1
griezmag,1
griezmann,58
griezmann's,2
griezmann2022,1
griezmann’s,2
grifo,1
grip,1
grnews,1
groin,1
gros,1
gross,3
grosse,1
ground,7
grounded,1
grounds,1
groupe,1
grow,1
growing,2
grows,1
gruqbanv1g,1
grvhc8zbdo,1
grx1gpplrk,1
grxxnjesci,1
grzegkrychowiak,3
grzegorz,9
gs,2
gsn3zpyzva,1
gsooewpajj,1
gsqmvzc12f,1
gsr4dd8osq,1
gt,2
gtl0pa6toy,1
gtl0yxced6,1
gtymh9neki,1
gu0zylg6wh,1
gu7fomfdux,1
gu9umzfrin,1
gua,1
guadagnerà,1
guangzhou,3
guarantee,1
guaranteed,1
guarantees,3
guardado,3
guardian_sport,3
guardiola,33
guardiola's,7
guaschcope,1
gubwqlzfpd,1
guedes,1
guess,4
guides,1
guille_varela4,1
guillem,1
guillembalague,3
guillermo,3
guizhou,1
gunner,1
gunner's,1
gunners,6
gusta,2
gustaría,1
gustavo,5
gute,2
gutted,1
gv3uofjrh3,1
gv6vjnyule,1
gveot8kokl,1
gviwunktky,1
gvjfyg3uej,1
gwr6jo2qcx,1
gwwiq2tlpa,1
gwwnakecym,1
gwxfyihnre,1
gx1ohgeqgu,1
gx32cmad8a,1
gy9pird5j4,1
gyfli,1
gykktvzrs1,1
gylfi,17
gyp4h4knaa,1
gyv7qxqrqm,1
gzfszbrfga,1
gérard,1
görüşmelerini,1
h,4
h14i8bmrlx,1
h1pzd0xvrv,1
h1ykodmbsl,1
h2symqcbqa,1
h2ygpsurkp,1
h49iuad7iz,1
h4zfqon9r9,1
h5npd1pll9,1
h6yjkvvo3o,1
h7boyrm1l2,1
h7cwikfms6,1
h83ipzj9f2,1
h8i4z27y4h,1
h8tzbdo7xn,1
h9dfbvlfk1,1
h9qxud88hq,1
h9wdnkg3qi,1
ha,34
ha0ijf4bnw,2
habla,1
hablado,1
hablamos,1
hablar,1
habría,1
hac,1
hacer,1
hacked,1
hackeraggio,1
had,64
haddadi,1
hadjuk,1
haeqpcmkr6,1
haggle,1
hajduk,1
hakan,5
hakanc10,1
haksabanovic,1
hakwypmlk1,1
half,5
halfway,2
halmstad,1
ham,72
ham's,1
hamburger,1
hammers,1
hamsik,1
hamstring,1
han,2
hand,5
handanovic,2
handed,5
handle,2
handled,1
handling,1
hands,10
hang,1
hanging,1
hannibal,1
happen,16
happened,3
happening,12
happens,6
happier,1
happiness,2
happy,27
hard,10
hardball,1
harder,1
hardly,1
haris,2
harit,1
harms,1
haro,1
harrop,3
harry,8
hart,17
hart's,1
hart’s,1
hará,1
has,402
hasenhuttl,1
hasenhüttl,2
hasn't,10
hasta,6
hat,1
hatem,1
haters,1
hav5slngs2,1
havard,1
have,656
haven't,18
haven’t,2
having,30
havre,2
havre's,1
hawkayo,1
hay,2
hazard,7
hazard’s,1
hbbnz1dysa,1
hbrdgqpkcy,1
hbsoptqkcr,1
hbytcapbe2,1
hcafc,1
hcmjmioviu,1
hcq7m5bhi0,1
hcrqqh6ma0,1
hcsgoaapbi,1
hcysha2ji7,1
hd7gmgd53z,1
hdg8sdagbm,1
hdqfvo1nhr,1
he,336
he'd,9
he'll,35
he's,70
he2m5a0xuf,1
head,14
heading,7
headlines,5
headquarters,1
heads,4
headway,1
heagpsdbiv,1
hear,5
heard,6
hearing,2
heart,1
heated,1
heathrow,1
heating,1
heaton,1
heavily,1
heavy,1
heavyweights,1
heb2e5dvsk,1
hebrq6jlkp,1
hecildd0tf,1
hector,10
heels,1
heerenveen,3
hegazi,2
hegihuzagd,1
heidel,1
heinz,2
heir,1
heiß,1
hejtyyf5ns,1
hejvictor,1
held,14
helenacondis,1
hell,1
hellas,2
hellasverona,1
hello,2
help,1
helped,1
helpfully,1
helrwobiyn,1
hengfeng,1
henrique,14
henry,11
hepqwlq2ls,1
here,64
here's,8
here:https,1
hernandez,11
hernanscastillo,1
hernández,1
hernández's,1
hero,2
herrera,11
hertha,2
hesham786,1
hesitant,1
hesvhdslb7,1
heures,4
heureux,6
he’d,1
he’s,3
hfdje9odeg,2
hfgkcaznwu,1
hfnxpwbp3s,1
hg4gp17xna,1
hgdzksrcj9,1
hgf1dgle8m,1
hgm1hfee27,1
hhcak1xto6,1
hhjfn7e6v3,1
hhkjn2pf76,1
hi,1
hid,1
hier,2
high,8
higher,2
highest,4
highly,5
higuain,2
hijack,9
hijacked,1
hijacking,2
him,197
himself,7
hinges,2
hint,1
hints,9
hio0wrlwoy,1
hire,1
hired,1
hires,1
hirstclass,8
hirving,4
hirvinglozano70,1
his,278
histoire,1
historia,1
historian,1
history,4
hit,8
hitman,2
hits,2
hitz,1
hivernal,1
hj2pniqmki,1
hjge7xjywm,1
hjk,1
hjk:n,1
hjm6rxckvl,1
hjmsozundb,1
hjmxdoniuw,1
hjo9btihsa,1
hjteinlxua,1
hjtrg1bruv,1
hjw9jmwksb,1
hkgl9z9nl4,1
hkhdxkdzie,1
hkosygd7s8,1
hlezhrjhad,1
hlgw9civhl,1
hlnsport,1
hm2pgtfv7j,1
hmb6dvilxf,1
hmbry5wdz8,1
hmc9omgvrg,1
hmf3un0l6i,1
hmhox6dm6a,1
hnfivzkft6,1
hnk3iy8ei8,1
hnmarvd2x8,1
hnp9rzuqu0,1
hnpbmodbpr,1
ho,1
hoedt,4
hoffenheim,5
hoje,1
hojijoon2009,1
hola,1
holavalverde,1
hold,19
holding,8
holds,4
holed,1
holiday,3
holidays,3
holland,3
holt,1
home,13
homesweethome,1
homework,1
honest,2
honeymoon,2
hong,1
honigstein,1
honours,1
hoogma,1
hope,22
hoped,1
hopeful,14
hopefully,2
hopes,18
hoping,14
hora,1
horas,2
hornets,1
horror,1
host,1
hot,2
hotel,2
hotspur,11
hotspur's,1
houllier,1
hour,5
hours,36
housing,1
houston,1
houwt4auqt,1
hove,3
hover,1
how,19
howedes,4
however,7
hoy,7
hozd3e98de,1
hoş,1
hp3q7dsya1,1
hp4m5vgdie,1
hpbkokkdpr,1
hpqahsvyjj,1
hpv1qwpgyt,1
hpx65is8ty,1
hq,2
hq5ljgll9a,1
hqn830jr3b,1
hqsmy68rcb,1
hqytr9lbnf,1
hr5r1dkvaw,1
hradecky,1
hrmpy668h6,1
hrs,1
hs2l2cyw60,1
hs4usgxz7p,1
hshmxkngdu,1
hslmv5ot6e,1
